DeviceProfileName,Time,AirTemperature,AirHumidity,BarometricPressure,CO2SensorTemperature,Unit
Decentlab_Air_Monitor,2023-10-05T08:28:46.976+00:00,23.758680419921866,53.0057373046875,98296,23.56,°C
Decentlab_Air_Monitor,2023-10-05T08:38:42.689+00:00,23.7425927734375,53.017181396484375,98348,23.55,°C
Decentlab_Air_Monitor,2023-10-05T08:40:37.122+00:00,23.662154541015617,53.28802490234375,98302,23.28,°C
Decentlab_Air_Monitor,2023-10-05T08:48:47.286+00:00,23.72650512695312,53.16595458984375,98384,23.53,°C
Decentlab_Air_Monitor,2023-10-05T08:50:39.182+00:00,23.64070434570312,53.4635009765625,98338,23.26,°C
Decentlab_Air_Monitor,2023-10-05T09:08:44.478+00:00,23.670198364257807,53.814453125,98408,23.48,°C
Decentlab_Air_Monitor,2023-10-05T09:10:43.043+00:00,23.58707885742188,54.146331787109375,98354,23.2,°C
Decentlab_Air_Monitor,2023-10-05T09:18:43.583+00:00,23.6567919921875,53.9365234375,98404,23.46,°C
Decentlab_Air_Monitor,2023-10-05T09:20:38.542+00:00,23.55490356445312,54.2569580078125,98354,23.17,°C
Decentlab_Air_Monitor,2023-10-05T09:20:40.694+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T09:28:49.367+00:00,23.65142944335937,53.90409851074219,98406,23.43,°C
Decentlab_Air_Monitor,2023-10-05T09:28:51.518+00:00,23.65142944335937,53.90409851074219,98406,23.43,°C
Decentlab_Air_Monitor,2023-10-05T09:28:53.677+00:00,23.65142944335937,53.90409851074219,98406,23.43,°C
Decentlab_Air_Monitor,2023-10-05T09:30:39.543+00:00,23.528090820312492,54.24742126464844,98354,23.15,°C
Decentlab_Air_Monitor,2023-10-05T09:38:41.803+00:00,23.629979248046872,53.906005859375,98398,23.41,°C
Decentlab_Air_Monitor,2023-10-05T09:38:43.958+00:00,23.629979248046872,53.906005859375,98398,23.41,°C
Decentlab_Air_Monitor,2023-10-05T09:38:46.114+00:00,23.629979248046872,53.906005859375,98398,23.41,°C
